Site Category Name,Sub Category Name,Category ID,Category Name,Questions,Audit Question Default value,Findings (Assertive Statement),Risk,Actions/Recommendation,Action Category,UA-UC,Risk Severity,Risk Probability,Color Code,Cost Type,Combined Risk Rating,Note
Client Leased,External Warehouse,D.5,Review of First Aid Facility,Is Wheel chairs/stretcher available in the facility ?,,Wheel chairs/stretcher not available in the facility,"In case of any injury, staff in the warehouse may find difficulty in transferring the injured from one place to other",Provide Wheel chairs/stretcher in the facility,Wheel Chair,UA-UC,High,Low,Red,Capex,72,
Client Leased,External Warehouse,D.6,Review of First Aid Facility,Is facility have tie-up with the nearest hospital including T&C for disposable of biomedical waste generated in our facility ?,,Facility not having tie-up with the nearest hospital including T&C for disposable of biomedical waste generated in our facility,"In case of any emergency , staff may find difficulty in getting the immediate medical advice from the doctor or may find difficulty in arranging the ambulance/emergency vehicle",Facility should have tie-up with the nearest hospital including T&C for disposable of biomedical waste generated in our facility,Admin,UA-UC,Medium,Low,Yellow,Opex,12,
Client Leased,External Warehouse,E,Review of Material Stacking and Handling,Review of Material Stacking and Handling,,,,,,,,,,,0,
Client Leased,External Warehouse,E.1,Review of Material Stacking and Handling,Is HDR/MTS installed in the facility ?,,HDR is not installed in the facility,"Storage efficiency wrt vertical storage will be affected, there will be space congestion",HDR can be installed to avoid space congestion issue,HDR,Others,Low,Medium,Yellow,Capex,18,
Client Leased,External Warehouse,E.2,Review of Material Stacking and Handling,Is Safe Working load displayed on the HDR/MTS?,,Safe working load is not displayed on HDR,Staff storing the material on or above G+1 level may not get aware of the load to be stored on the particular load beam,Safe working load should be displayed,Display Board,UA-UC,High,High,Yellow,Capex,48,
Client Leased,External Warehouse,E.3,Review of Material Stacking and Handling,Are row guards available in the HDR setup ?,,Row guards are not installed in the racking system,"There are chances that some MHE driver (HPT, BOPT,RT, etc.) may hit the upright directly",Row guards must be installed in the rack system,Row Guards,UA-UC,Very High,High,Red,Capex,180,
Client Leased,External Warehouse,E.4,Review of Material Stacking and Handling,Are row guards in good condition ?,,Row guards are not in good condition,"If the row guard are damaged or not grouted properly, than there are chances of the upright damage if some MHE hits the row guard",All row guards must remain in good condition,Row Guards,UA-UC,High,High,Yellow,Opex,32,
Client Leased,External Warehouse,E.5,Review of Material Stacking and Handling,Are Up - right guards installed in the HDR system ?,,Upright guard are not installed in the HDR,"There are chances that some MHE driver (HPT, BOPT,RT, etc.) may hit the upright directly",Upright guard must be installed for all uprights,Upright Guards,UA-UC,High,High,Red,Capex,144,
Client Leased,External Warehouse,E.6,Review of Material Stacking and Handling,Are up-right guards are in good condition?,,UP-right guards are not in good condition,"If the upright guard are damaged or not grouted properly, than there are chances of the upright damage if some MHE hits the row guard",All Upright guard must be in good condition,Uprights,UA-UC,High,High,Yellow,Opex,32,
Client Leased,External Warehouse,E.7,Review of Material Stacking and Handling,Are load beam in good condition?,,Load beam are not in good condition,"If load beam is not adequate, there are chances that the material may fall from the load beam resulting in major accident",All load beam in the HDR system should always remain in good condition,Load Beam,UA-UC,High,High,Red,Opex,96,
Client Leased,External Warehouse,E.8,Review of Material Stacking and Handling,Are uprights in the HDR is observed in good condition without any evidence of dents ?,,Upright in the HDR are not in good condition,There are chances that the structure may collapse,All uprights should remain in good condition,Uprights,UA-UC,High,High,Red,Opex,96,
Client Leased,External Warehouse,E.9,Review of Material Stacking and Handling,Are bracings in the HDR is in good condition without any damage ?,,Bracings in the rack are not in good condition,Dented bracings result in decreasing the strength of the HDR system,All bracings in the HDR should remain in good condition,Bracings,UA-UC,High,High,Yellow,Opex,32,
Client Leased,External Warehouse,E.10,Review of Material Stacking and Handling,Are upright connectors installed ?,,Upright connectors are not installed as per the requirement,Collapse of the structure,"Upright connectors must be installed for the rack system, as upright connectors provide strength to every other upright",Upright Connectors,UA-UC,High,High,Red,Capex,144,
Client Leased,External Warehouse,E.11,Review of Material Stacking and Handling,Are proper foundation bolts (grouting) provided for the uprights ?,,Grouting of the uprights are not adequate,Collapse of the structure,Grouting of the upright should be adequate,Uprights,UA-UC,Very High,Very High,Red,Capex,225,
Client Leased,External Warehouse,E.12,Review of Material Stacking and Handling,Are safety pins installed in the HDR setup ?,,Safety pins are found missing in the HDR,The load beam may get removed/dislocated easily,Safety pins should be provided for 100% of the locations in the racking system,Safety Pins,UA-UC,High,High,Yellow,Opex,32,
Client Leased,External Warehouse,E.13,Review of Material Stacking and Handling,Is rear support for the pallets provided in the HDR ?,,Rear support to the pallets not provided in the HDR,Pallet may not be placed properly and material or pallet may get disbalanced and may fall,Rear support to the pallet should be provided for all pallet position at G+1 level and above,Rear Support,UA-UC,High,High,Yellow,Capex,48,
Client Leased,External Warehouse,E.14,Review of Material Stacking and Handling,Is the MTS staircase is properly fixed and handrail is in good condition?,,MTS Staircase and its handrail is not in good condition,The staircase and its hand rail may get dislocated easily,MTS Staircase and its handrail should be in good condition,Stairs,UA-UC,High,High,Yellow,Capex,48,
Client Leased,External Warehouse,E.15,Review of Material Stacking and Handling,Is the MTS Sliding gate is properly fixed and  in good condition? If applicable,,MTS Sliding gate is not properly fixed and  not in good condition,MTS Sliding get may fell down,MTS Sliding gate should be properly fixed and in good condition.,Sliding Gate,UA-UC,High,High,Yellow,Capex,48,
Client Leased,External Warehouse,E.16,Review of Material Stacking and Handling,Toe guard for the mezzanine & MTS,,Toe guard for the mezzanine & MTS not Installed,"Risk of materials/tools falling from height, leading to injury to personnel below",Install proper toe guards (minimum ~100–150 mm height) along all exposed edges of mezzanine and MTS platforms,Mezzanine Gaurds,UA-UC,High,High,Red,Capex,144,
Client Leased,External Warehouse,E.17,Review of Material Stacking and Handling,Smoke detectors in MTS,,Smoke detectors in MTS not installed,"Delay in early fire detection leading to rapid fire spread
- Increased risk to life and property due to late alarm activation","Install approved smoke detectors in MTS area as per fire safety design
- Integrate with main fire alarm panel for early warning",FIre Alaram,UA-UC,High,High,Red,Capex,144,Smoke detector
Client Leased,External Warehouse,E.18,Review of Material Stacking and Handling,Is slotted angle racks installed in the facility and is in good condition ?,,Slotted angle racks are not in good condition,The material may from the damaged Slotted angle racks,All damaged racks should either be repaired or replaced with the new good racks,Maintenance,UA-UC,Medium,High,Yellow,Opex,24,
Client Leased,External Warehouse,E.19,Review of Material Stacking and Handling,"Cargos are properly stacked, secured and shrink wrapped to avoid tripping and falling (at upper racks) ?",,Cargos are not properly stacked and shrink wrapped,There are chances that the material stored at G+1 level and above may fall and result in damage of material or personal injury,All cargos stored at or above G+1 level should be shrink wrapped,Shrink Wrap,UA-UC,High,High,Red,Opex,96,
Client Leased,External Warehouse,E.20,Review of Material Stacking and Handling,Are pallets used for stacking of material are not damaged and are in good condition ?,,Pallets found in damage condition,Broken pallet may result in damage of the material while lifting and may also result in personal injury,All broken pallets should be replaced with the good pallets,Storage Practices,UA-UC,High,High,Red,Operatiol Action,48,
Client Leased,External Warehouse,E.21,Review of Material Stacking and Handling,"Stacking of material near electrical panels, battery charging stations?",,"material is stacked  near electrical panels, battery charging stations","- Increased fire risk due to presence of combustible materials near electrical sources
- Risk of short circuit, overheating, or sparks igniting nearby materials","Maintain minimum clearance (at least 1 meter) around electrical panels and charging stations
- Remove all combustible and non-essential materials from the area",,,,,,,,
Client Leased,External Warehouse,E.22,Review of Material Stacking and Handling,"Sprinkler, roof sufficient safe distance maintained for Material stacking in HD rack?",,"Sprinkler, roof,  Light fixture safe distance are not maintained for Material stacking in HD rack.",Risk of fire spread easily and sprinklers coverage will be less,"Sprinkler, roof,  Light fixture safe distance should be maintained for Material stacking in HD rack.",Storage Practices,UA-UC,High,High,Red,Capex,144,
Client Leased,External Warehouse,F,Review of MHE Operation and Maintenance,Review of MHE Operation and Maintenance,,,,,,,,,,,0,
